,name,genre,rating,country,score,company,writer,director,hit rate,zscore,robust,minmax
22,Brubaker,-0.414035088,3.180545385,1.412454212,0.382458663,0.59188956,-0.032490975,0.206405694,4.124634222,-0.014135737819145199,0.7773815482205706,0.0003199759428621938
23,American Gigolo,-0.414035088,3.180545385,1.412454212,0.008626887,0.854184642,-0.028880866,-0.320284698,4.738265417,-0.010802237272323129,0.9858461272035148,0.0003675797278912924
24,Cattle Annie and Little Britches,0.554385965,-0.089716293,1.412454212,-0.092020129,-0.509059534,-0.602888087,-0.455516014,0.104865882,-0.03597279575993004,-0.5882258743405802,8.133602571562908e-06
25,Private Benjamin,0.498245614,3.180545385,1.412454212,0.008626887,0.391716997,0.577617329,0.576512456,6.9847348,0.0014015212355042589,1.7490232569535262,0.0005418545145288651
26,The Hollywood Knights,0.498245614,3.180545385,1.412454212,17.4751977,1.751509922,-0.238267148,-0.231316726,2.5,-0.02296142841563263,0.22545607270671034,0.00019394138189922838
27,Motel Hell,0.498245614,3.180545385,1.412454212,-0.080517613,0.184641933,0.122743682,0.074733096,2.114222667,-0.02505713176478694,0.0943986721698812,0.00016401385966947768
28,The Stunt Man,0.0,3.180545385,1.412454212,0.336448598,0.198446937,0.090252708,-0.231316726,2.018253143,-0.025578478240225258,0.061795625618681044,0.00015656881348038862
29,The Island,0.0,3.180545385,1.412454212,-0.18116463,0.892148404,0.23465704,0.153024911,0.714401273,-0.032661545328462153,-0.38115273383634074,5.541964662737652e-05
30,The Nude Bomb,0.0,-0.089716293,1.412454212,0.054636952,0.892148404,-0.21299639,-0.327402135,0.977469,-0.031232451731279993,-0.2917825984848368,7.582770219274197e-05
31,Stardust Memories,0.498245614,-0.089716293,1.412454212,0.273184759,-0.343399482,0.028880866,-0.03202847,1.0389003,-0.030898731291689255,-0.2709129781082603,8.059336994739071e-05
32,Melvin and Howard,0.498245614,3.180545385,1.412454212,0.287562904,0.892148404,-0.389891697,0.53024911,0.615641429,-0.03319804998575563,-0.41470371603482775,4.7758135247917865e-05
33,Bronco Billy,0.0,-0.089716293,1.412454212,-0.092020129,0.391716997,0.397111913,0.537366548,3.733178308,-0.016262289588365036,0.6443950035870407,0.0002896078922639427
34,When Time Ran Out...,0.0,-0.089716293,1.412454212,0.0891445,-0.477998274,-0.570397112,-0.608540925,0.1881994,-0.035520093338532434,-0.559915568595714,1.4598382897130479e-05
35,Oh Heavenly Dog,0.498245614,-0.089716293,1.412454212,-0.189791517,-0.184641933,-0.263537906,-0.306049822,1.036011167,-0.030914426266967266,-0.27189448279605694,8.036923912194843e-05
36,The Octagon,0.0,3.180545385,1.412454212,0.054636952,0.529767041,1.072202166,1.010676157,4.74275,-0.010777875147312896,0.987369642817823,0.00036792762924770433
37,The Last Flight of Noah's Ark,0.140350877,0.257782874,1.412454212,-0.074766355,-0.139775669,0.02166065,-0.024911032,1.833333333,-0.02658303976313355,-0.0010258714814721718,0.0001422232538762004
38,Willie & Phil,0.498245614,3.180545385,1.412454212,-0.097771387,0.59188956,-0.350180505,-0.145907473,0.8,-0.03219653734714241,-0.35207288468439046,6.206015550644762e-05
39,Phobia,0.554385965,3.180545385,0.624175824,-0.324946082,-0.540120794,-0.393501805,-0.409252669,0.011601373,-0.03647944746584696,-0.6199099653078525,8.98403850480237e-07
40,Indiana Jones and the Raiders of the Lost Ark,0.0,-0.089716293,1.412454212,1.938173976,0.854184642,2.953068592,2.352313167,21.66255394,0.0811375557266214,6.7354147773649045,0.0016805185080315888
41,An American Werewolf in London,0.498245614,3.180545385,0.134798535,0.379583034,0.515962036,0.090252708,0.209964413,3.0669378,-0.019881585862461748,0.4180578353770658,0.0002379228244594784
42,Escape from New York,0.0,3.180545385,1.412454212,0.382458663,3.884383089,2.527075812,0.412811388,4.207437667,-0.01368591497533386,0.8055117760201242,0.00032639960161286863
43,The Evil Dead,51.81052632,-0.366531974,1.412454212,0.379583034,1.019844694,0.631768953,0.327402135,8.447514286,0.00934794940961478,2.245962969566862,0.0006553328395617365
44,Porky's,0.498245614,3.180545385,0.624175824,0.008626887,8.036238136,7.80866426,2.021352313,44.5158692,0.20528629447499472,14.499209680328397,0.00345341453369609
45,Blow Out,-0.414035088,3.180545385,1.412454212,0.578001438,0.419327006,-0.083032491,-0.067615658,0.666666667,-0.032920859614469625,-0.39736927338613776,5.171652993287288e-05
46,Clash of the Titans,0.0,-0.089716293,0.134798535,0.851186197,0.402070751,0.350180505,0.298932384,2.739488533,-0.021660426833219414,0.30681581551295395,0.0002125202298045507
47,Excalibur,0.140350877,3.180545385,0.134798535,0.578001438,1.13718723,0.509025271,-0.245551601,3.179194182,-0.019271762382445764,0.45619390082233474,0.000246631359358641
48,Mad Max 2,0.0,3.180545385,0.463003663,0.946081955,0.581535807,0.837545126,0.366548043,7.889456333,0.006316345888408681,2.0563778944139783,0.0006120402705970984
49,Stripes,0.498245614,3.180545385,1.412454212,0.851186197,0.729939603,1.144404332,1.145907473,8.5297,0.009794416481028842,2.2738833399897227,0.0006617085764760226
50,The Cannonball Run,0.0,-0.089716293,1.412454212,0.008626887,1.019844694,0.339350181,0.0,4.009976611,-0.014758605776446183,0.738429730257168,0.00031108112735987243
51,Thief,0.0,3.180545385,1.412454212,0.578001438,0.177739431,0.115523466,-0.138790036,2.089620909,-0.02519077877363202,0.08604089120062941,0.00016210532436567864
52,Time Bandits,0.140350877,-0.089716293,0.134798535,0.284687275,0.457290768,2.418772563,0.067615658,8.473605,0.009489685048374106,2.2548265830103964,0.0006573568838910208
53,Friday the 13th Part 2,51.81052632,3.180545385,1.412454212,-0.092020129,2.762726488,2.750902527,1.661921708,17.3782208,0.057863271463811226,5.279928629447057,0.00134815197345604
54,For Your Eyes Only,0.0,-0.089716293,0.134798535,-0.066139468,0.426229508,-0.046931408,0.06405694,1.957615071,-0.02590788953452922,0.041195482971406655,0.0001518646821265923
55,Halloween II,51.81052632,3.180545385,1.412454212,5.02372394,0.101811907,2.527075812,1.65480427,10.2135272,0.018941668018581253,2.8459180266031203,0.0007923351624580944
56,Taps,0.554385965,-0.089716293,1.412454212,0.287562904,0.346850733,0.285198556,0.12455516,2.561146643,-0.02262925435157314,0.2462289885771549,0.00019868496676313515
57,Reds,-0.154385965,-0.089716293,1.412454212,0.273184759,-0.288179465,-0.350180505,-0.15658363,1.261958094,-0.029686988335446744,-0.19513513386897866,9.78975672586779e-05
58,The Fox and the Hound,0.743859649,0.257782874,1.412454212,0.273184759,0.588438309,1.270758123,0.316725979,5.288082333,-0.007815402500766209,1.1726315332349682,0.00041023298034633743
59,Chariots of Fire,-0.154385965,-0.089716293,0.134798535,0.382458663,1.523727351,1.498194946,0.786476868,10.78242891,0.02203217934985901,3.0391869745056583,0.0008364689596414769
60,Absence of Malice,0.554385965,-0.089716293,1.412454212,0.851186197,0.729939603,0.584837545,0.658362989,3.39308025,-0.018109844066614995,0.5288558995591125,0.00026322403992109383
61,Tarzan the Ape Man,0.140350877,0.941154845,1.412454212,-0.201294033,0.226056946,1.393501805,0.551601423,5.625427692,-0.005982801831410758,1.2872354823314365,0.00043640328603035676
62,Victory,0.554385965,-0.089716293,0.134798535,-0.066139468,0.595340811,-0.245487365,-0.409252669,1.0853418,-0.030646441696722954,-0.2551357362996258,8.419617110946147e-05
63,Arthur,0.498245614,-0.089716293,1.412454212,0.851186197,0.274374461,4.285198556,4.177935943,13.63738314,0.037541481296049964,4.009080350888725,0.0010579482920812751
64,History of the World: Part I,0.498245614,3.180545385,1.412454212,0.851186197,-0.074201898,-0.21299639,-0.174377224,2.879355182,-0.02090061286886633,0.35433172137810515,0.00022337069168782634
65,The Howling,51.81052632,3.180545385,1.412454212,0.195542775,1.402933563,5.855595668,0.900355872,17.985893,0.061164400264781926,5.486368801271502,0.001395293476385922
66,Dragonslayer,0.0,-0.089716293,0.134798535,-0.066139468,0.854184642,-0.357400722,-0.170818505,0.783889611,-0.03228405569852123,-0.35754595301517583,6.081035676586833e-05
67,Cutter's Way,-0.414035088,3.180545385,1.412454212,0.851186197,-0.343399482,-0.429602888,-0.46975089,0.584211333,-0.033368791374160225,-0.42538123990164073,4.531987665608091e-05
68,Quest for Fire,0.140350877,3.180545385,0.624175824,0.273184759,0.036238136,-0.032490975,-0.085409253,1.6770092,-0.0274322576436505,-0.05413276180297668,0.00013009606659688971
69,The Final Conflict,51.81052632,3.180545385,0.134798535,-0.126527678,0.59188956,0.415162455,0.081850534,4.0942764,-0.014300654168023659,0.767068300403909,0.00031762086827632693
70,Mommie Dearest,-0.154385965,3.180545385,1.412454212,-0.066139468,0.854184642,0.736462094,0.679715302,3.8064522,-0.01586423525044993,0.6692878238521867,0.00029529227505190275
71,Private Lessons,0.498245614,3.180545385,1.412454212,0.014378145,2.697152718,1.779783394,2.665480427,9.385357143,0.014442702906693219,2.564569679802098,0.0007280880549410714
72,The Postman Always Rings Twice,-0.414035088,3.180545385,-0.433699634,0.195542775,-0.188093184,-0.155234657,-0.441281139,1.031385417,-0.030939555269990753,-0.2734659560752639,8.001038642607407e-05
73,Deadly Blessing,51.81052632,3.180545385,1.412454212,-0.126527678,1.751509922,0.555956679,0.846975089,3.3116168,-0.018552387498783584,0.5011808987685348,0.00025690433421980734
74,Eyewitness,-0.414035088,3.180545385,1.412454212,-0.080517613,0.59188956,-0.368231047,-0.459074733,0.752941176,-0.03245218050351226,-0.3680598456024913,5.840946408190523e-05
75,Outland,0.0,3.180545385,0.134798535,0.195542775,0.595340811,-0.407942238,-0.224199288,1.085912188,-0.030643343111244586,-0.25494196242495026,8.424042020884955e-05
76,S.O.B.,0.498245614,3.180545385,1.412454212,0.077641984,-0.115616911,-0.198555957,-0.270462633,1.238923833,-0.029812120046912523,-0.20296040018639303,9.611063397060061e-05
77,The Beyond,51.81052632,3.180545385,-0.210989011,0.287562904,-0.436583261,-0.527075812,-0.565836299,0.3096075,-0.03486055390990441,-0.5186704548240466,2.4016882380670106e-05
78,One from the Heart,0.554385965,3.180545385,1.412454212,5.02372394,-0.308886972,-0.631768953,-0.078291815,0.024492154,-0.036409419367760355,-0.615530671595566,1.8984344430924469e-06
79,True Confessions,-0.414035088,3.180545385,1.412454212,17.4751977,0.602243313,-0.173285199,-0.323843416,1.2850276,-0.02956166515844314,-0.18729789401738584,9.968723475488709e-05
80,Nighthawks,0.0,3.180545385,1.412454212,0.077641984,0.892148404,0.797833935,0.87544484,3.9810718,-0.014915628763640125,0.7286101035745697,0.00030883877328732445
81,Neighbors,0.498245614,3.180545385,1.412454212,-0.126527678,0.729939603,0.631768953,0.743772242,3.519553765,-0.017422787191335033,0.5718218508858994,0.0002730355000766266
82,Wolfen,51.81052632,3.180545385,1.412454212,17.4751977,0.274374461,-0.454873646,-0.451957295,0.625101471,-0.03314665909259878,-0.4114899229800418,4.849201874243976e-05
83,Prince of the City,-0.414035088,3.180545385,1.412454212,0.379583034,0.274374461,-0.299638989,-0.284697509,0.944681047,-0.031410569565160126,-0.30292141749135354,7.328410486771323e-05
84,Eyes of a Stranger,51.81052632,3.180545385,1.412454212,-0.080517613,2.762726488,2.750902527,-0.163701068,1.3982925,-0.02894636298808046,-0.14881921189620512,0.00010847400764856688
85,Under the Rainbow,0.498245614,-0.089716293,1.412454212,-0.189791517,-0.219154443,-0.299638989,-0.323843416,0.9413245,-0.03142880372820644,-0.30406171342626187,7.302371337665146e-05
86,Carbon Copy,0.498245614,-0.089716293,1.412454212,-0.126527678,0.005176877,0.465703971,0.256227758,1.594432167,-0.02788085052305984,-0.08218607225764764,0.00012368997225340904
87,Modern Problems,0.498245614,-0.089716293,1.412454212,0.054636952,0.59188956,0.541516245,0.487544484,3.269276375,-0.018782398344125595,0.4867968861180959,0.0002536196829404006
88,Pennies from Heaven,0.554385965,3.180545385,1.412454212,5.02372394,0.226056946,-0.570397112,0.807829181,0.416876773,-0.03427782248569332,-0.48222862459122817,3.233853136743599e-05
89,The Legend of the Lone Ranger,0.0,-0.089716293,1.412454212,0.054636952,-0.301984469,-0.122743682,-0.427046263,0.700991389,-0.032734393410520334,-0.3857083787335499,5.437934548166774e-05
90,Sphinx,0.140350877,-0.089716293,0.134798535,0.014378145,0.274374461,-0.555956679,-0.629893238,0.144483643,-0.03575757556083738,-0.5747668130438155,1.1207037223101779e-05
91,Zoot Suit,0.554385965,3.180545385,1.412454212,0.287562904,0.892148404,1.086642599,1.024911032,1.205956296,-0.02999121345597051,-0.21416022799307685,9.35531050231245e-05
92,Buddy Buddy,0.498245614,3.180545385,1.412454212,5.02372394,-0.291630716,-0.144404332,-0.416370107,0.7258543,-0.032599327709673616,-0.3772618781055866,5.6308140301888065e-05
93,Bustin' Loose,0.498245614,3.180545385,1.412454212,-0.092020129,0.892148404,0.386281588,0.334519573,2.841933545,-0.021103902806566575,0.341618733730765,0.00022046762616948195
94,Heartbeeps,0.498245614,-0.089716293,1.412454212,5.598849748,0.892148404,-0.472924188,-0.548042705,0.179558,-0.035567037026956405,-0.5628512502030079,1.3928007350218376e-05
95,Take This Job and Shove It,0.498245614,-0.089716293,1.412454212,0.155283968,0.405522002,1.173285199,1.110320285,5.019722,-0.009273247740855176,1.08146337833931,0.0003894143392691521
96,Whose Life Is It Anyway?,0.498245614,3.180545385,1.412454212,0.273184759,0.226056946,-0.411552347,0.323843416,0.631241923,-0.033113301596652475,-0.4094038707203535,4.8968377766184466e-05
97,Inchon,0.554385965,-0.089716293,0.369230769,-0.477354421,-0.505608283,-0.599277978,-0.637010676,0.113064913,-0.03592825520439014,-0.585440475619964,8.769660373629042e-06
98,All Night Long,0.498245614,3.180545385,1.412454212,-0.034507549,0.892148404,-0.032490975,-0.56227758,0.318163929,-0.03481407181938693,-0.5157636398126578,2.468066611600114e-05
99,The Pursuit of D.B. Cooper,0.140350877,-0.089716293,1.412454212,-0.126527678,-0.33649698,-0.527075812,-0.053380783,0.308502333,-0.03486655763792354,-0.5190459053800778,2.3931146628123738e-05
100,Rollover,0.554385965,3.180545385,1.412454212,-0.189791517,1.354616048,-0.393501805,0.53024911,0.678203813,-0.032858185026193906,-0.3934498405034032,5.261154932319791e-05
101,Honky Tonk Freeway,0.0,-0.089716293,1.412454212,0.014378145,-0.267471959,-0.610108303,-0.217081851,0.083530917,-0.03608869618688589,-0.5954738508655364,6.478495895535228e-06
102,King of the Mountain,0.0,-0.089716293,1.412454212,-0.034507549,-0.33649698,-0.314079422,-0.355871886,0.8955735,-0.03167734223922144,-0.31960437656132085,6.947447926565374e-05
103,Fast Times at Ridgemont High,0.498245614,3.180545385,1.412454212,0.382458663,0.892148404,0.38267148,2.537366548,6.02064,-0.0038358437634969946,1.4214981600887135,0.00046706274712715763
104,Blade Runner,0.0,3.180545385,1.412454212,0.882818116,0.595340811,-0.057761733,0.085409253,1.488459929,-0.028456535912263298,-0.11818726997796619,0.00011546894359986337
105,The Thing,51.81052632,3.180545385,1.412454212,0.882818116,0.892148404,-0.223826715,0.412811388,1.308803533,-0.029432504375382394,-0.1792206647253325,0.00010153170487410627
106,Conan the Barbarian,0.0,3.180545385,1.412454212,0.851186197,0.892148404,-0.119133574,-0.120996441,3.44257375,-0.017840974734908123,0.5456699757077222,0.00026706360667313567
107,E.T. the Extra-Terrestrial,12.77192982,-0.089716293,1.412454212,1.434938893,0.892148404,8.63898917,2.352313167,75.51529086,0.37368808026552625,25.030423604461866,0.005858262619571226
108,First Blood,0.0,3.180545385,1.412454212,0.99209202,2.338222606,1.548736462,0.334519573,8.347526933,0.00880477641153929,2.2119949744313403,0.0006475761014809083
109,An Officer and a Gentleman,0.554385965,3.180545385,1.412454212,0.284687275,0.595340811,2.693140794,0.387900356,17.30607387,0.057471339253444144,5.255418663998898,0.0013425550172155257
110,Grease 2,0.498245614,-0.089716293,1.412454212,-0.373831776,0.854184642,-0.104693141,-0.266903915,1.149354242,-0.030298699417404158,-0.23338924283590912,8.91620766126125e-05
111,Annie,0.498245614,-0.089716293,1.412454212,0.195542775,0.729939603,-0.227436823,-0.409252669,1.14127722,-0.03034257716917604,-0.2361331923032532,8.853548392616458e-05
112,Poltergeist,51.81052632,-0.089716293,1.412454212,0.273184759,0.226056946,1.963898917,0.195729537,7.209568972,0.0026229142178253186,1.825404577507086,0.0005592965182573152
113,48 Hrs.,0.0,3.180545385,1.412454212,0.851186197,0.854184642,1.732851986,-0.181494662,6.572375667,-0.0008385855363533449,1.6089354098051802,0.0005098648508969217
114,Star Trek II: The Wrath of Khan,0.0,-0.089716293,1.412454212,0.99209202,0.854184642,0.592057762,0.551601423,7.045800268,0.0017332543231122722,1.7697685958162555,0.0005465918020642116
115,Sophie's Choice,0.554385965,3.180545385,0.134798535,0.946081955,-0.056945643,0.263537906,0.53024911,2.503,-0.022945131164577026,0.2264752414550476,0.00019417411347521563
116,Gandhi,-0.154385965,-0.089716293,0.134798535,1.207764198,0.284728214,-0.306859206,-0.348754448,2.398540409,-0.023512599224474646,0.19098792458461775,0.0001860704317284108
117,Tootsie,0.498245614,-0.089716293,1.412454212,0.578001438,0.729939603,2.407942238,0.658362989,8.438095238,0.009296781212961182,2.2427631031132993,0.0006546021362666234
118,Tron,0.0,-0.089716293,1.412454212,0.287562904,-0.139775669,0.061371841,0.014234875,1.941207353,-0.025997023101027743,0.035621405165696556,0.00015059181743709414
119,The Secret of NIMH,0.743859649,0.257782874,1.412454212,0.946081955,0.181190682,0.119133574,0.003558719,2.095104714,-0.025160988458023698,0.0879038654266212,0.0001625307425590309
120,The King of Comedy,0.498245614,-0.089716293,1.412454212,1.434938893,-0.405522002,-0.592057762,0.0,0.1268121,-0.03585357475177436,-0.5807702411639815,9.836128538929568e-06
121,Rocky III,0.554385965,-0.089716293,1.412454212,0.287562904,0.602243313,1.263537906,1.252669039,7.356040353,0.003418607840698069,1.8751642621874183,0.0005706593567030354
122,The Beastmaster,0.0,-0.089716293,1.412454212,0.008626887,0.063848145,0.119133574,-0.03202847,1.757066,-0.026997355720881036,-0.026935632252348542,0.00013630664834105531
123,Creepshow,0.498245614,3.180545385,1.412454212,0.851186197,0.157031924,0.451263538,-0.088967972,2.628594375,-0.022262850144394736,0.26914252877736344,0.0002039173724181773
124,The Man from Snowy River,0.140350877,-0.089716293,0.463003663,0.273184759,1.492666091,1.490974729,0.366548043,5.902692286,-0.004476584932327915,1.3814286187398406,0.0004579126946727194
125,Pink Floyd: The Wall,0.554385965,3.180545385,0.134798535,1.207764198,0.257118205,0.032490975,-0.306049822,1.85548025,-0.02646272847431466,0.006497943744667438,0.0001439413495084234
126,Cat People,-0.287719298,3.180545385,1.412454212,0.008626887,-0.201898188,-0.498194946,-0.320284698,0.388888889,-0.034429864343047706,-0.4917367501595241,3.016730991681312e-05
127,Fanny and Alexander,0.554385965,3.180545385,-0.005860806,0.882818116,-0.153580673,-0.231046931,-0.274021352,1.1326285,-0.030389560622892588,-0.23907136068229295,8.786454051420707e-05
128,Friday the 13th Part III,51.81052632,3.180545385,1.412454212,0.192667146,0.854184642,4.039711191,1.661921708,15.95220304,0.050116548315653826,4.795477717591767,0.0012375255198991658
129,Firefox,0.0,-0.089716293,1.412454212,-0.080517613,0.346850733,-0.158844765,0.537366548,2.594904222,-0.02244586910490899,0.25769721175593,0.00020130378495052996
130,Halloween III: Season of the Witch,51.81052632,3.180545385,1.412454212,0.155283968,0.101811907,0.85198556,0.419928826,5.76,-0.005251748935208002,1.3329527792331743,0.00044684302780538445
131,The Dark Crystal,0.140350877,-0.089716293,0.134798535,0.382458663,-0.056945643,-0.158844765,-0.081850534,2.775362067,-0.021465546836602813,0.31900287709469183,0.0002153031978392349
132,The Verdict,0.554385965,3.180545385,1.412454212,0.99209202,0.59188956,0.577617329,-0.284697509,3.374608625,-0.018210189636624994,0.5225806652487776,0.00026179106312199525
133,Pieces,51.81052632,-0.255596909,0.524542125,-0.092020129,1.792924935,1.805054152,1.733096085,6.77437,0.00025873191588351416,1.677557513650122,0.0005255350040501168
134,The World According to Garp,0.498245614,3.180545385,1.412454212,0.382458663,0.060396894,-0.003610108,-0.128113879,1.747774824,-0.02704782926350564,-0.030092057657182224,0.00013558586499663698
135,Diner,0.498245614,3.180545385,1.412454212,0.336448598,0.226056946,-0.093862816,0.291814947,2.8199906,-0.021223106034421353,0.33416421246727085,0.0002187653541122647
136,The Best Little Whorehouse in Texas,0.498245614,3.180545385,1.412454212,-0.080517613,0.892148404,0.079422383,1.516014235,1.991475343,-0.025723946416664187,0.05269859331560614,0.00015449146694856473
137,The Year of Living Dangerously,0.554385965,-0.089716293,0.463003663,0.336448598,0.226056946,-0.353790614,0.679715302,0.790659615,-0.03224727821357608,-0.3552460275142031,6.133555466598836e-05
138,The Last Unicorn,0.743859649,0.257782874,0.134798535,0.578001438,0.091458154,0.025270758,-0.021352313,1.84438,-0.026523029661324655,0.0027269344450905845,0.00014308022328297253
139,The Entity,0.554385965,3.180545385,1.412454212,-0.066139468,0.529767041,-0.104693141,-0.384341637,1.475284222,-0.028528111847201332,-0.12266335958184893,0.00011444680924824457
140,Airplane II: the Sequel,0.498245614,-0.089716293,1.412454212,0.008626887,0.854184642,-0.104693141,-0.03202847,1.8100356,-0.026709602764376037,-0.008940645275040527,0.00014041588117019358
141,The Toy,0.498245614,-0.089716293,1.412454212,-0.074766355,0.729939603,-0.144404332,0.419928826,2.771650412,-0.021485710094391743,0.3177419428344886,0.0002150152580666779
142,The House on Sorority Row,51.81052632,3.180545385,1.412454212,-0.080517613,8.067299396,8.368231047,2.957295374,24.95290824,0.09901213242295176,7.853223535203919,0.0019357749552967416
143,Evil Under the Sun,-0.414035088,-0.089716293,0.134798535,0.336448598,-0.267471959,-0.418772563,-0.459074733,0.611067,-0.03322290019170531,-0.4162577543942569,4.7403263891113924e-05
144,Death Wish II,0.0,3.180545385,1.412454212,-0.080517613,0.125970664,2.267148014,0.220640569,8.05,0.007188486037237527,2.1109182571305984,0.0006244947974756598
145,Silent Rage,0.0,3.180545385,1.412454212,-0.034507549,0.729939603,0.202166065,0.153024911,2.331286889,-0.023877948391079047,0.16814036265139318,0.0001808530924949805
146,Megaforce,0.0,-0.089716293,-0.029304029,-0.35945363,1.019844694,-0.537906137,0.0,0.28377995,-0.035000859932071485,-0.5274446654260857,2.2013253575540188e-05
147,Personal Best,0.554385965,3.180545385,1.412454212,17.4751977,0.798964625,-0.252707581,-0.416370107,0.354519438,-0.03461657353357782,-0.5034128402784267,2.7501024417797482e-05
148,Dead Men Don't Wear Plaid,0.498245614,-0.089716293,1.412454212,0.851186197,-0.308886972,0.090252708,-0.117437722,2.021796667,-0.02555922834014207,0.06299944192527533,0.00015684371012207818
149,Amityville II: The Possession,51.81052632,3.180545385,7.935531136,-0.034507549,0.101811907,0.85198556,0.217081851,2.5069634,-0.022923600322965764,0.22782169926076754,0.0001944815829179716
150,Missing,-0.154385965,-0.089716293,1.412454212,0.99209202,1.751509922,-0.108303249,-0.170818505,1.473684211,-0.028536803774187575,-0.12320691998458089,0.00011432268488770224
151,Cannery Row,0.498245614,-0.089716293,1.412454212,-0.066139468,-0.381363244,-0.469314079,-0.007117438,0.469162743,-0.0339937832924347,-0.46446588239106207,3.639473010081019e-05
152,Tempest,0.498245614,-0.089716293,1.412454212,5.02372394,0.729939603,-0.220216606,-0.145907473,0.385018846,-0.03445088803050337,-0.4930514924529645,2.98670828479703e-05
153,Still of the Night,-0.414035088,-0.089716293,1.412454212,-0.092020129,0.654012079,-0.462093863,-0.40569395,0.5979947,-0.03329391437669671,-0.4206987142705532,4.6389151564187835e-05
154,Parasite,51.81052632,3.180545385,1.412454212,-0.431344357,1.402933563,-0.63898917,-0.676156584,0.0028375,-0.036527056478680445,-0.6228872537998513,2.1852719213283773e-07
155,Honkytonk Man,0.498245614,-0.089716293,1.412454212,0.195542775,0.595340811,0.16967509,0.537366548,2.2424955,-0.024360300243782017,0.13797589305464167,0.0001739649058629579
